REF_SITE_FROM_ID,REF_SITE_TO_ID,spring,summer,fall,winter
1661200,1660820,0,0,0,0
1661678,1661705,0,0,0,0
1661704,1661705,0,0,0,0
1661723,1661697,0,0,0,0
1661705,1661723,0,0,0,0
1661705,1661739,0,0,0,0
1661754,1661704,0,0,0,0
1661754,1661746,0,0,0,0
1661704,1661767,0,0,0,0
1661723,1661768,0,0,0,0
1661769,1661768,0,0,0,0
1661767,1661769,0,0,0,0
1661794,1661754,0,0,0,0
1661794,1661795,0,0,0,0
1661805,1661746,0,0,0,0
1661834,1661794,0,0,0,0
1661767,1661834,0,0,0,0
1661836,1661774,0,0,0,0
1661867,1661836,0,0,0,0
1661868,1661867,0,0,0,0
1661825,1661869,0,0,0,0
1661869,1661868,0,0,0,0
1661880,1661869,0,0,0,0
10464,1661744,0,1,0,0
1661884,1661805,0,0,0,1
1661884,1661880,0,0,0,0
1661768,1661878,0,0,0,0
1661887,1661805,0,1,0,0
1661887,1661884,0,0,0,0
1661882,1661769,0,0,0,0
1661886,1661834,0,0,0,0
1661886,1661887,0,0,0,0
1661882,1661886,0,0,0,0
1661851,1661837,0,0,0,0
1661851,1661838,0,0,0,0
1661936,1661868,0,0,0,0
1661936,1661939,0,0,0,0
1661939,1661867,0,0,0,0
1661869,1661942,0,0,0,0
1661942,1661936,0,0,0,0
1661838,1661879,0,0,0,0
1661908,1661906,0,0,0,0
1661942,1661950,0,0,0,0
1661880,1661959,0,0,0,0
1661959,1661950,0,0,0,0
1661904,1661851,0,0,0,0
1661907,1661904,0,0,0,0
1661952,1661940,0,0,0,0
1661801,1661952,0,0,0,0
1661993,1661951,0,0,0,0
1661908,1661946,0,0,0,0
1661945,1661908,0,0,0,0
1662004,1661936,0,0,0,0
1661950,1662004,0,0,0,0
1661965,1661945,0,0,0,0
1662019,1661927,0,0,0,0
1661966,1661970,0,0,0,0
1661970,1661965,0,0,0,0
1662023,1662019,0,0,0,0
1661969,1661904,0,0,0,0
1662036,1661993,0,0,0,0
1661978,1661974,0,0,0,0
1661974,1661977,0,0,0,0
1661984,1661978,0,0,0,0
1661974,1661984,0,0,0,0
1661879,1661988,0,0,0,0
1661988,1661987,0,0,0,0
1662008,1661997,0,0,0,0
1661945,1662008,0,0,0,0
1662004,1662055,0,0,0,0
1662055,1662053,0,0,0,0
1661970,1662011,0,0,0,0
1662000,1661984,0,0,0,0
1662001,1662000,0,1,0,0
1662003,1662001,0,0,1,0
1661907,1662003,0,0,0,0
1662070,1662023,0,0,0,0
1662062,1661940,0,0,0,0
1661952,1662062,0,0,0,0
1662075,1662070,0,0,0,0
1662068,1662016,0,0,0,0
1662042,1661969,0,0,0,0
1662040,1662042,0,0,0,0
1662044,1662040,0,0,0,0
1661988,1662044,0,0,0,0
1662055,1662096,0,0,0,0
1662093,1662096,0,0,0,0
1662096,1662098,0,0,0,0
1662098,1661939,0,0,0,0
1662118,1661897,0,0,0,0
1662117,1662057,0,0,0,0
1662118,1662117,0,0,0,0
1662119,1662054,0,0,0,0
1662117,1662119,0,0,0,0
1662066,1661965,0,0,0,0
1662113,1661993,0,0,0,0
1661940,1662068,0,0,0,0
1662129,1662039,0,0,0,0
1662119,1662129,0,0,0,0
1662129,1662138,0,0,0,0
1662141,1662091,0,0,0,0
1662141,1662113,0,0,0,0
1662149,1662070,0,0,1,0
1662138,1662149,0,0,0,0
1662147,1662113,0,0,0,0
1662008,1662088,0,0,0,0
1662088,1662090,0,0,0,0
1662154,1662075,0,0,0,0
1662149,1662154,0,0,0,0
1662085,1662042,0,0,0,0
1662176,1661793,0,0,0,0
1661969,1662085,0,0,0,0
1662121,10503,0,0,1,0
1661949,1662145,0,0,0,0
1662164,1662132,0,0,0,0
1662154,1662164,0,0,0,0
1662161,1662098,0,0,0,0
1662093,1662165,0,0,0,0
1662161,1662165,0,0,0,0
1662178,1662118,0,0,0,0
1662179,1662117,0,0,0,0
1662179,1662178,0,0,1,0
1662181,1662119,0,0,0,0
1662181,1662179,0,0,1,0
1662183,1662129,0,0,0,0
1662183,1662181,0,0,0,0
1662148,1662088,0,0,0,0
1662138,1662192,0,0,0,0
1662192,1662183,0,1,0,0
1662085,1662139,0,0,0,0
1662201,1662149,0,0,0,0
1662068,1662185,0,0,0,0
1662187,1662062,0,0,0,0
1662185,1662187,0,0,0,0
1662206,1662181,0,0,0,0
1662209,1662154,0,1,0,0
1662208,1662132,0,0,0,0
1662139,1662166,0,0,0,0
1662044,1662166,0,0,0,0
1662225,1662164,0,0,0,0
1662186,1662090,0,0,0,0
1662191,1662186,0,0,0,0
1662239,1662208,0,0,0,0
1662164,1662239,1,0,0,0
1662244,1662161,0,0,0,0
1662251,1662239,0,0,0,0
1662165,1662252,0,0,0,0
1662252,1662161,0,0,0,0
1662224,1662186,0,0,0,0
1662090,1662224,0,0,0,0
1662220,1662217,0,0,0,0
1662166,1662220,0,0,0,0
1662187,1662270,0,0,0,0
1662270,1662246,0,0,0,0
10503,1662309,0,0,0,0
1662185,1662281,0,0,0,0
1661833,1662337,0,0,0,0
1662337,1662176,0,0,0,0
1662320,1662309,0,0,0,0
1662227,1662254,0,0,0,0
1662224,1662254,0,0,0,0
1662259,1662224,0,0,0,0
1662230,1662259,0,0,0,0
1662281,1662313,0,0,0,0
1662314,1662305,0,0,0,0
1662314,1662241,0,0,0,0
1662351,1662320,0,0,0,0
1661743,1662385,0,0,0,0
1662365,1662337,0,0,0,0
1662291,1662276,0,0,0,0
1662242,1662291,0,0,0,0
1662293,1662291,0,0,0,0
1662238,1662293,0,0,0,0
1662254,1662293,0,0,0,0
1662353,1662244,0,0,1,0
1662324,1662314,0,0,1,0
1662281,1662324,0,0,0,0
1662343,1662187,0,0,0,0
1662343,1662270,0,0,0,0
1662362,1662351,0,0,0,0
1662230,1662308,0,0,0,0
1662217,1662303,0,0,0,0
1662349,10523,0,1,3,2
10523,1662358,0,2,3,2
1662382,1662381,0,1,0,1
1662386,1662382,0,0,1,0
1662388,1662386,0,0,1,0
1662290,1662407,3,1,0,2
1662409,1662343,0,0,0,1
1662409,1662411,0,0,0,0
1662324,1662410,0,0,0,0
1662411,1662410,0,0,0,0
1662406,1662342,0,0,0,1
1662406,1662404,0,0,0,0
1662404,1662403,0,0,0,0
1662430,1662362,0,0,0,0
1662358,1662394,1,1,1,0
1662303,1662416,5,3,1,2
1662416,1662220,0,0,1,0
1662482,1662252,1,0,0,1
1662459,1662388,0,0,0,0
1662459,1662466,0,0,0,0
1662358,1662453,0,0,0,0
1662416,1662439,0,0,2,1
1662429,1662440,0,0,0,0
1662457,1662453,0,0,0,0
1662399,1662465,0,0,0,0
1662394,1662465,0,2,0,0
1662439,1662460,0,1,0,0
1662460,1662437,0,0,0,0
1662503,1662459,0,0,0,0
1662503,1662427,0,0,0,0
1662528,1662513,0,0,0,0
1662440,1662486,0,0,0,0
1662465,1662506,0,0,0,0
1662457,1662506,0,0,0,0
1662351,1662555,0,0,0,0
1662465,1662509,6,2,4,0
1662510,1662514,1,5,1,0
1662349,1662514,0,0,1,0
1662512,1662457,0,0,0,0
1662362,1662565,0,0,0,1
1662555,1662565,0,0,0,0
1662382,1662534,0,0,0,0
1662534,1662432,0,0,0,0
1662556,1662503,0,0,0,0
1662320,1662602,0,0,0,0
1662411,1662574,0,0,0,0
1662602,1662615,0,0,0,0
1662635,1662606,0,0,0,0
1662602,1662635,0,0,0,0
1662506,1662563,0,0,0,0
1662536,1662569,0,0,0,1
1662589,1662521,0,0,0,0
1662563,1662589,0,0,0,0
1662589,1662596,0,0,0,0
1662453,1662596,0,1,0,0
1662439,1662582,0,0,0,0
1662407,1662409,0,0,0,0
1662555,1662682,0,0,0,0
1662653,1662556,0,0,0,0
1662604,1662591,0,0,0,0
1662569,1662604,0,1,0,0
1662563,1662625,0,0,0,0
1662582,1662631,0,0,0,0
1662635,1662699,0,0,0,0
1662556,1662672,0,0,0,0
1662699,1662722,0,0,0,0
1662707,1662674,0,0,0,0
1662710,1662709,0,0,0,0
1662707,1662710,0,0,0,0
1662713,1662707,0,0,0,0
1662653,1662691,0,0,0,0
1662679,1662589,0,0,0,0
1662534,1662701,0,0,0,0
1662604,1662681,0,0,0,0
1662565,1662736,0,0,0,0
1662701,1662696,0,0,0,0
1662625,1662694,0,0,0,0
1662694,1662679,0,0,0,0
1662721,1662653,0,0,0,0
1662698,1662694,0,0,0,0
1662509,1662715,4,6,5,6
1662701,1662734,0,0,0,0
1662596,1662731,0,0,0,0
1662679,1662732,0,0,0,0
1662731,1662732,0,0,0,0
1662735,1662731,1,0,0,0
1662453,1662735,0,0,0,1
1662725,1662728,0,0,0,0
1662681,1662728,0,0,0,0
1662750,1662735,0,0,0,0
1662728,1662738,0,0,0,0
1662681,1662738,0,0,0,0
1662764,1662721,0,0,0,0
1662752,1662715,0,1,2,1
1662514,1662755,0,0,0,1
1662694,1662753,0,0,0,1
1662732,1662753,0,1,0,1
1662738,1662749,0,0,0,0
1662704,1662749,0,0,0,0
1662704,1662751,0,1,0,1
1662751,1662638,0,0,0,0
1662756,1662698,0,0,0,0
1662753,1662756,1,0,0,0
1662756,1662752,1,0,0,0
1662749,1662769,0,0,0,0
1662728,1662771,0,0,0,0
1662722,1662823,0,1,0,0
1662734,1662764,0,0,0,0
1662710,1662815,0,0,0,0
1662715,1662794,2,2,3,3
1662806,1662764,0,0,0,0
1662755,1662812,0,0,0,0
1662826,1662778,0,0,0,0
1662381,1662826,1,0,0,2
1662752,1662816,0,0,0,1
1662734,1662839,0,1,0,0
1662794,1662835,11,6,6,7
1662837,1662813,2,2,2,0
1662843,1662837,0,0,0,0
1662835,1662843,3,2,6,3
1662899,1662860,0,0,0,0
1662902,1662899,0,0,0,0
1662813,1662887,0,3,6,3
1662899,1662901,0,0,0,0
1662914,1662835,1,3,2,2
1662914,1662922,0,0,0,0
1662843,1662933,0,2,0,2
1662922,1662933,0,0,0,1
1662964,1662902,1,1,1,0
1662933,1662944,1,0,0,0
1662942,1662957,0,0,0,0
1662961,1662914,0,0,0,0
1662961,1662942,0,0,1,0
1662957,1662967,0,0,0,0
1662943,1662967,0,0,0,0
1663012,1662909,0,1,0,0
1663012,1663013,0,0,0,0
1663014,1663012,0,1,1,1
1663014,2034247,1,0,1,2
1663010,1662961,0,0,0,0
1663062,1662707,0,0,0,0
1663010,1663032,0,0,0,1
1662967,1663032,0,0,0,1
1663086,1662975,0,0,0,0
1663062,1663086,0,0,0,0
1662887,1663059,1,2,0,0
1663072,1663010,1,0,1,3
1663076,1663079,1,0,1,0
1662945,1663079,1,1,0,0
1663032,1663078,0,0,0,0
1663078,1663076,0,0,0,0
1663072,1663081,1,0,0,1
1663081,1663078,0,0,0,0
1663083,1663072,0,0,0,2
1662933,1663090,1,1,0,0
1663090,1663083,0,0,0,0
1663059,1663090,0,4,1,1
1663106,1663014,0,0,0,2
1663081,1663133,0,0,0,0
1663139,1663076,0,0,0,0
1663144,1663139,1,0,1,1
1663079,1663144,0,1,0,1
1663078,1663143,0,0,0,0
1663139,1663143,0,0,0,0
1663149,1663144,1,0,1,0
1663079,1663149,2,2,5,3
1663133,1663151,0,0,0,0
1663160,1663012,0,0,0,1
1663164,1663160,0,0,0,0
1663164,1663106,0,0,0,1
1663126,1663162,0,0,0,0
1663133,1663162,0,0,0,0
1663180,1662964,1,0,1,0
1663210,1662899,0,0,0,1
1663212,1663210,0,0,0,0
1663203,1663139,0,0,0,0
1663203,1663208,1,0,0,1
1663144,1663208,0,2,0,0
1663143,1663207,0,0,0,0
1663208,1663218,0,0,0,0
1663149,1663218,1,0,0,0
1663218,1663224,1,0,0,0
1663160,1663224,0,0,0,1
1663162,1663216,0,0,0,0
1663216,1663207,0,0,1,0
1663224,1663227,0,0,0,0
1663227,1663160,0,0,0,0
1663227,1663229,0,0,0,0
1663229,1663164,0,0,0,0
1663228,1663072,1,1,0,0
1663216,1663228,0,0,0,0
10668,1663062,0,0,0,0
1662430,1663343,0,0,0,0
1663291,1663203,0,0,0,0
1663294,1663291,2,8,4,1
1663208,1663294,0,0,1,0
1663291,1663292,3,2,1,3
1663292,1663293,0,0,0,0
1663294,1663299,0,0,0,0
1663218,1663299,0,0,0,0
1663299,1663301,0,0,0,0
1663224,1663301,0,0,0,0
1663366,10668,0,0,0,1
1663301,1663314,0,0,0,0
1663314,1663229,3,2,5,1
1663314,1663319,0,0,0,0
1663319,15381,0,0,0,0
1663276,1663358,1,2,0,0
1663059,1663352,0,0,2,1
1663351,1663352,0,2,3,1
1663361,1663351,0,0,0,0
1663352,1663355,0,0,1,0
1663378,1663308,0,0,0,0
1663372,1663291,0,0,0,0
1663361,1663374,0,0,0,0
1663344,1663374,2,1,3,1
1663375,1663292,0,0,1,1
1663375,1663372,0,0,0,0
1663372,1663377,0,0,0,0
1663299,1663377,2,0,2,0
1663377,1663383,0,0,0,0
1663301,1663383,0,0,0,0
1663383,1663390,0,0,0,0
1663390,1663314,1,1,1,1
1663390,1663395,0,0,0,0
1663319,1663395,1,2,0,1
1663422,1663390,0,1,0,0
1663395,1663422,0,1,1,0
1663374,1663430,2,1,0,1
1663438,1663361,0,0,0,1
1663439,1663351,0,0,0,0
1663439,1663438,0,0,0,0
1663444,1663372,0,0,0,0
1663352,1663440,0,0,0,0
1663440,1663439,0,0,0,0
1663444,1663446,0,0,0,0
1663450,1663444,0,0,0,0
1663449,1663375,0,0,0,0
1663446,1663449,0,0,1,0
1663452,1663450,1,0,0,0
1663377,1663452,0,0,0,0
1663383,1663455,0,0,0,0
1663422,1663455,2,3,2,2
1663455,1663452,0,0,0,0
1663549,1662365,0,0,0,0
1663449,1663472,0,0,0,0
1663507,1663422,0,2,0,0
1663498,1663507,0,0,0,0
1663510,1663498,2,1,1,1
1663355,1663492,0,0,0,0
1663430,1663508,0,0,0,0
1663508,1663375,0,0,0,0
1663438,1663515,0,0,0,1
1663430,1663515,0,0,0,1
1663508,1663553,0,0,0,1
1663472,1663553,0,0,0,0
1663563,1663498,0,0,0,0
1663440,1663570,0,0,0,0
1663578,1663449,0,0,0,0
1663577,1663472,0,0,0,0
1663578,1663577,1,0,0,0
1663579,1663578,0,0,0,0
1663446,1663579,0,0,0,0
1663581,1663579,0,0,0,0
1663581,1663444,0,0,0,0
1663584,1663581,1,2,0,0
1663587,1663584,0,0,0,0
1663590,1663587,1,1,1,0
1663601,1663507,0,0,1,0
1663601,1663590,0,0,0,0
1663553,1663603,0,0,0,0
1663577,1663603,0,0,0,0
1663489,1663611,0,0,0,0
1663603,1663647,0,0,0,0
1663652,1663581,0,0,0,0
1663510,1663665,0,1,1,0
1663603,1663663,0,0,0,0
1663663,1663640,0,0,0,0
1663515,1663661,1,0,0,0
1663668,1663601,0,0,0,0
1663665,1663678,0,0,0,0
1663675,1663578,0,0,0,0
1663675,1663652,0,0,0,0
1663688,1663508,0,0,0,0
1663569,1663739,0,0,1,0
1663688,1663722,0,0,0,0
1663553,1663722,0,0,0,0
1663665,1663729,0,0,0,0
1663663,1663737,1,0,0,1
1663737,1663675,0,0,0,1
1663729,1663759,0,0,0,0
1663722,1663745,0,0,0,0
1663647,1663745,0,0,0,0
1663721,1663762,0,0,0,0
1663777,1663741,0,0,0,0
1663777,1663685,0,0,0,0
1663793,1663647,0,0,0,0
1663793,1663737,0,0,0,0
1663836,1663794,0,0,0,0
1663836,1663739,0,0,0,0
1663745,1663815,0,0,0,0
1663818,1663652,0,0,0,1
1663830,1663777,0,0,0,1
1663762,1663830,0,0,0,0
1663823,1663736,0,0,0,0
1663837,1663793,0,0,0,0
1663729,1663851,0,0,0,0
1663843,1663823,0,0,0,0
1663843,1663688,0,0,0,0
1663851,15377,0,0,0,0
1663850,1663844,0,0,0,0
1663755,1663850,0,0,0,0
1663815,1663837,0,0,0,0
1663888,1663836,0,0,0,0
15378,1663861,0,0,0,0
1663722,1663843,0,0,0,0
1663861,1663862,0,0,0,0
1663863,1663850,0,0,0,0
1663866,1663863,0,0,0,0
1663830,1663866,0,0,0,0
1663921,1663366,0,0,1,0
1663745,1663876,0,0,0,0
1663570,1663873,0,0,3,3
1663860,1663836,0,0,0,0
1663903,1663843,0,0,0,0
1663851,1663919,0,0,0,0
1663844,1663916,0,0,0,0
10698,1663943,1,0,0,0
1663943,1663938,0,0,0,0
1663549,1663992,0,1,0,0
1663916,1663949,0,0,0,0
1663949,1663926,0,0,0,0
1663972,1663819,0,0,0,0
1663919,1663972,0,0,0,0
1663968,1663818,1,0,0,1
1663981,1663862,2,0,0,2
1663980,1663830,0,1,0,0
1663983,1663968,0,0,0,0
1663998,1663949,0,0,0,0
1663998,1663980,0,0,0,0
1664002,1663980,0,0,0,0
1664009,1664002,0,0,0,0
1663972,1664009,0,1,0,1
1664019,1663861,2,2,2,2
1663981,1664019,0,0,0,0
1664013,1663818,1,2,1,1
1664021,1664013,1,1,0,0
1663973,1664021,0,0,0,0
1664017,1663903,0,0,0,0
1664025,1663983,0,0,0,0
1664017,1664038,0,0,0,0
1664038,1664051,0,0,0,1
1664026,1664051,0,0,0,0
1664065,1664002,0,0,0,0
1664069,1664021,0,0,0,0
1663968,1664064,0,0,0,0
1664051,1664063,0,0,0,0
1664032,1664063,0,0,0,0
1663983,1664078,0,0,0,0
1664062,1664082,0,0,0,0
1664038,1664079,0,0,0,0
1664167,1663549,0,0,0,0
1664174,1664167,0,0,0,0
1664125,1664122,0,0,0,0
1664064,1664126,0,0,0,0
1664126,1664114,0,0,0,0
1664063,1664137,0,0,0,0
1664137,1664082,0,0,0,0
1664082,1664025,0,0,0,0
1664009,1664147,0,0,0,0
1664148,1664125,0,0,0,0
1664128,1664148,0,0,0,0
1664157,1664125,0,0,0,0
1664093,1664159,0,0,0,0
1664159,1664122,0,1,0,0
1664121,1664155,0,0,0,0
1664064,1664155,0,0,0,0
1664163,1664126,0,0,0,0
1664051,1664165,0,0,0,0
1663916,1664185,0,0,0,0
1664147,1664190,0,0,0,0
1664155,1664199,0,0,0,0
1664208,1664159,0,0,0,0
1664204,1664163,0,0,0,0
1664159,1664228,0,0,0,0
1664237,1664148,0,0,0,0
1664170,1664247,0,0,0,0
1664190,1664247,1,0,0,0
1664247,1664237,0,0,0,0
1664248,1664163,0,0,0,0
1664148,1664256,0,0,0,0
1664255,1664013,0,0,0,0
1664266,1664248,0,0,0,0
1664271,1664137,0,0,0,0
1664155,1664271,0,0,0,0
1664291,1664237,0,0,0,0
1664247,1664295,0,0,0,0
1664271,1664290,0,1,0,1
1664290,1664248,0,0,0,0
1664328,1664255,1,0,2,1
1664344,1664301,0,0,0,0
1664344,1664271,0,0,0,0
1664290,1664349,0,0,0,0
1664190,1664359,0,0,0,0
1664355,1664290,0,0,0,0
1664349,1664378,0,0,0,0
1664328,1664378,0,0,0,0
1664355,1664391,0,0,0,0
1664137,1664344,0,0,0,0
1664378,1664414,0,0,0,0
1663739,1664487,1,1,0,2
1664213,1664467,0,0,0,0
1663943,1664489,3,0,0,0
1664486,1664294,0,0,0,0
1664487,1664202,0,0,0,0
1664482,1664355,0,1,0,0
1664202,1664609,0,0,0,0
1664174,1664709,0,0,0,0
1664487,1664738,0,0,0,0
1664738,1664742,0,0,0,0
1664797,1664605,0,0,0,0
1665038,10787,0,0,0,0
1665100,1664167,0,0,0,0
1664738,1665120,0,0,0,0
1665116,1665118,0,0,0,0
1665118,1664999,0,0,0,0
1665118,1665120,0,0,0,0
1665114,1665113,0,0,0,0
1665090,1665091,0,0,0,0
1664489,1665133,0,0,1,0
1665132,1665133,0,0,0,0
1665297,1665299,0,0,0,0
1665330,1665091,0,0,0,0
1665410,1665116,0,0,0,0
1665297,1665444,0,0,0,0
1665482,1665153,0,0,0,1
1665551,1665100,0,0,0,0
1665551,1665601,0,0,0,0
1665410,1665552,0,0,0,0
1665552,1665612,0,0,0,0
1665614,1665586,0,0,0,0
1665648,1665614,0,0,0,0
1665648,1665410,0,0,0,0
1665614,1665662,0,0,0,0
1665671,1665648,0,0,0,0
1665552,1665671,0,0,0,0
1665735,1665671,0,0,0,0
1665120,1665735,0,0,0,0
1665671,1665741,0,0,0,0
1665153,1665861,0,0,0,0
1665861,1663992,0,0,0,0
1666240,1666324,0,0,0,0
1666324,1666285,0,0,0,0
1666324,1666414,0,0,0,0
1666385,1666361,0,0,0,0
1666386,1666385,0,0,0,0
1666414,1666421,0,0,0,0
1666473,1666471,0,0,0,0
1663992,1666465,1,0,0,1
1666385,1666420,0,0,0,0
1666485,1665861,0,0,0,0
1666500,1665823,0,0,0,1
1666500,1666498,0,0,0,0
1666511,1666414,0,0,0,0
1666588,1666511,0,0,0,1
1666588,1666584,0,0,0,0
1666587,1666506,0,2,0,0
1666642,1666588,0,0,0,0
1666509,1666684,0,1,0,1
1666688,1666648,0,0,0,0
1666684,1666726,0,0,0,0
1666688,1666737,0,0,0,0
1666737,1666512,1,0,1,0
1666684,1666858,0,0,0,0
1666865,1666844,0,0,0,0
1666858,1666865,0,0,0,0
1666865,1666938,0,0,0,0
1666938,1666998,0,0,0,0
1666998,1667003,0,0,0,0
1667020,1666923,0,0,0,0
1667020,1667021,0,0,0,0
1667021,1666688,0,0,0,0
1667037,1666485,0,1,2,1
1667026,1667037,0,0,0,0
1666858,1667028,0,0,0,0
1667028,1667020,0,0,0,0
1667028,1666865,0,0,0,0
1667070,1667066,0,0,0,0
1666998,1667070,0,0,0,0
1667083,1667070,0,0,0,0
1667083,1667104,0,0,0,0
1667104,1667028,0,0,0,0
1667021,1667104,0,0,0,0
1667108,1666587,0,1,0,0
1667098,1667097,0,0,0,0
1667100,1667098,0,0,0,0
1667104,1667174,0,0,0,0
1667174,1667145,0,0,0,0
1667066,1667203,0,0,0,0
1667238,1667083,0,0,0,0
1667238,1667174,0,0,0,0
1667174,1667205,0,0,0,0
1667203,1667302,0,0,0,0
1667248,1667287,0,0,0,0
1667302,1667378,0,0,0,0
1666473,1667498,0,0,0,0
1667498,1667493,0,0,0,0
1667144,1667503,0,0,1,1
1667302,1667484,0,0,0,0
1667484,1667238,0,0,0,0
1667484,1667486,0,0,0,0
1667503,1667518,0,0,0,2
1667037,1667518,0,0,0,0
1667518,1667498,0,0,0,1
1667529,1667532,0,0,0,0
1667532,1667533,0,0,0,0
1667533,1667534,0,0,0,0
1667533,1667587,0,0,0,0
1667587,1667586,0,0,0,0
1667534,1667636,0,0,0,0
1667636,1667652,0,0,0,0
1667595,1667658,0,0,0,0
1667663,1667658,0,0,0,0
1667493,1667714,0,0,0,0
1667658,1667711,0,0,0,0
1667636,1667710,0,0,0,0
1667658,1667728,0,0,0,0
1667710,1667730,0,0,0,0
1667587,1667739,0,0,0,0
1667144,1667774,0,0,0,0
1667771,1667291,0,0,0,0
1667710,1667773,0,0,0,0
1667876,1667823,0,0,0,0
1667771,1667899,0,0,0,0
1667714,1667939,0,0,0,0
1668103,1667899,0,0,1,1
1667876,1668103,0,0,0,0
1667518,1668213,0,0,0,0
1668231,1668195,0,0,0,0
1668231,1668327,0,0,0,0
1668195,1668327,0,0,0,0
1668298,1668329,0,0,0,0
1667493,1668393,0,0,0,0
1667714,11127,0,0,0,0
1661946,10464,0,0,1,0
1662510,10523,1,2,0,1
1662750,1662510,2,1,2,0
1662946,1662750,2,1,1,0
1663328,1663329,1,0,1,2
1667899,1667829,0,0,0,0
1667829,1667876,0,0,0,0
1667829,1667779,0,0,0,0
1666947,1667144,0,0,0,1
1666498,1666947,0,0,3,3
1667783,1667300,0,0,0,0
1667774,1667783,0,0,0,0
1667783,1667771,1,0,0,1
1666947,1667085,0,0,0,0
1666480,1666321,0,0,0,0
1666485,1666480,3,1,0,2
1666490,1666349,0,0,0,0
1666480,1666490,0,0,0,0
1666494,1666699,0,0,0,0
1666490,1666494,0,0,1,2
1666494,1666498,0,0,0,0
1666504,1666295,0,0,0,0
1666512,1666504,0,0,0,0
1666504,1666500,0,0,0,0
1668086,1667949,0,0,0,0
1668329,1667949,0,0,0,0
1667949,1667503,1,0,0,0
1668393,1668266,0,0,0,0
1666589,1666485,1,1,0,0
1666589,1666670,0,0,0,0
1666471,1665551,0,0,0,0
1664722,1664761,1,0,0,0
1664722,1665153,0,0,0,0
1663343,1664722,0,0,0,0
1664202,1663921,0,0,0,0
1663086,1663265,0,0,0,0
1663265,1663230,0,0,0,0
1663265,1663289,0,0,0,0
1662176,1662487,0,0,0,0
1662487,1662490,0,0,0,0
1662487,1663075,0,0,0,0
1663075,1663632,0,0,0,1
1663901,1664174,0,0,0,0
1661719,1661725,0,0,0,0
1661725,1661700,0,0,0,0
1661719,1661670,0,0,0,0
2008373,1661719,0,0,0,0
1661742,1661725,0,0,0,0
1661838,1661802,0,0,0,0
1661668,1661907,0,0,0,0
1663717,2024346,0,0,0,0
2024347,1663861,0,0,0,0
1664156,1663981,1,0,1,0
1664144,1664213,0,0,0,0
