,FROM,TO,CRASH
2102,1679459,1679455,0
2103,1679455,1679459,0
2104,1679452,1679454,0
2105,1679454,1679452,0
2106,1679454,1679455,0
2107,1679455,1679454,0
2108,1679455,1679456,0
2109,1679456,1679455,0
2110,1662721,1679460,0
2111,1679460,1662721,0
2112,1679460,1679459,0
2113,1679459,1679460,0
2114,1679459,1679458,0
2115,1679458,1679459,0
2116,1661836,1679486,0
2117,1679486,1661836,0
2118,1679486,1679485,0
2119,1679485,1679486,0
2120,2012366,1679488,0
2121,1679488,2012366,0
2122,1679489,2012366,0
2123,2012366,1679489,0
2124,1661825,1679489,0
2125,1679489,1661825,0
2126,1662252,1662235,0
2127,1662235,1662252,0
2128,1662462,1679706,0
2129,1679706,1662462,1
2130,1664473,1664479,0
2131,1664479,1664473,1
2132,1664479,1664483,0
2133,1664483,1664479,0
2134,1678985,1664486,0
2135,1664486,1678985,1
2136,1663395,1679719,0
2137,1679719,1663395,6
2138,1679719,1663470,0
2139,1663470,1679719,8
2140,1679719,15381,7
2141,15381,1679719,0
2142,1662794,1679723,0
2143,1679723,1662794,0
2144,1665132,1677464,0
2145,1677464,1665132,0
2146,2003172,1668231,0
2147,1668213,2003172,0
2148,2003172,1668213,3
2149,1668231,2003172,0
2150,2003172,2003173,0
2151,2003173,2003172,0
2152,2004247,2004256,0
2153,2004256,2004247,0
2154,1661966,2005014,0
2155,2005014,1661966,0
2156,2005014,2005018,0
2157,2005018,2005014,0
2158,2005018,2005019,1
2159,2005019,2005018,0
2160,2005019,2005020,0
2161,2005020,2005019,0
2162,2005019,2005021,0
2163,2005021,2005019,0
2164,2005024,2005018,0
2165,2005018,2005024,0
2166,2005025,2005024,1
2167,2005024,2005025,0
2168,2005024,2005026,0
2169,2005026,2005024,0
2170,2005027,1679723,1
2171,1679723,2005027,0
2172,2005027,2005029,4
2173,2005029,2005027,0
2174,2005029,2005030,0
2175,2005030,2005029,0
2176,2005030,2005032,0
2177,2005032,2005030,0
2178,2005032,2005033,0
2179,2005033,2005032,0
2180,2005029,2005034,0
2181,2005034,2005029,0
2182,2005034,2005035,1
2183,2005035,2005034,0
2184,2005036,2005035,0
2185,2005035,2005036,0
2186,2005035,2005037,0
2187,2005037,2005035,0
2188,2005036,2005033,0
2189,2005033,2005036,0
2190,2005037,2005036,0
2191,2005036,2005037,0
2192,2005037,2005038,0
2193,2005038,2005037,0
2194,2005039,2005038,0
2195,2005038,2005039,0
2196,2005040,2005041,0
2197,2005041,2005040,0
2198,2005041,2005042,0
2199,2005042,2005041,0
2200,2005042,2005039,0
2201,2005039,2005042,0
2202,2005097,2005040,0
2203,2005040,2005097,0
2204,2005104,2005097,0
2205,2005097,2005104,0
2206,2005038,2005104,1
2207,2005104,2005038,0
2208,2005104,2005102,1
2209,2005102,2005104,0
2210,2005107,1662319,0
2211,1662319,2005107,0
2212,1662276,2005107,0
2213,2005107,1662276,0
2214,2005110,2005107,0
2215,2005107,2005110,0
2216,2005102,2005110,0
2217,2005110,2005102,0
2218,2005102,2005117,0
2219,2005117,2005102,0
2220,2005117,2005118,0
2221,2005118,2005117,0
2222,1679737,2005123,0
2223,2005123,2005110,0
2224,2005110,2005123,0
2225,2005123,1679737,0
2226,2005123,2005118,0
2227,2005118,2005123,0
2228,1679737,2005124,0
2229,2005124,1679737,0
2230,2005118,2005124,0
2231,2005124,2005118,0
2232,2005118,2005125,0
2233,2005125,2005118,0
2234,2005125,2005127,0
2235,2005127,2005125,0
2236,2005127,2016722,0
2237,2016722,2005127,0
2238,1662715,2005027,3
2239,2005027,1662715,0
2240,2008365,1661802,0
2241,1661802,2008365,0
2242,2008366,2008367,0
2243,2008367,2008366,1
2244,2008368,2008367,0
2245,2008367,2008368,0
2246,2008368,2008369,0
2247,2008369,2008368,0
2248,2008369,2008370,0
2249,2008370,2008369,0
2250,2008369,2008371,1
2251,2008371,2008369,0
2252,2008368,2008372,0
2253,2008372,2008368,0
2254,1661676,2008372,0
2255,2008372,1661676,0
2256,2008372,2008373,0
2257,2008373,2008372,0
2258,2008367,2008373,0
2259,2008373,2008367,0
2260,1666465,2010162,0
2261,2010162,1666589,0
2262,1666589,2010162,0
2263,2010162,1666465,0
2264,1663401,2011346,0
2265,2011346,1663401,0
2266,1666044,1666240,1
2267,1666240,1666044,0
2268,2011363,2011365,0
2269,2011365,2011363,0
2270,2011377,2004247,0
2271,2004247,2011377,0
2272,2011377,2011378,0
2273,2011378,2011377,0
2274,1663276,2011531,0
2275,2011531,1662964,8
2276,1662964,2011531,0
2277,2011531,1663276,0
2278,2005125,2011680,1
2279,2011680,2005125,0
2280,2011680,2011681,0
2281,2011681,2011680,0
2282,2011681,2011682,1
2283,2011682,2011681,0
2284,2011680,2011687,0
2285,2011687,2011680,0
2286,2011681,2011688,0
2287,2011688,2011681,0
2288,2011682,2016714,0
2289,2016714,2011682,1
2290,2011688,2016714,0
2291,2016714,2011688,0
2292,2005097,2011693,0
2293,2011693,2005097,0
2294,2011693,2011687,0
2295,2011687,2011693,0
2296,2011693,2011688,0
2297,2011688,2011693,0
2298,2005097,2011703,0
2299,2011703,2005117,0
2300,2005117,2011703,0
2301,2011703,2005097,0
2302,2011703,2011687,0
2303,2011687,2011703,0
2304,1662902,1662826,0
2305,1662826,1662902,2
2306,1662381,2011721,1
2307,2011721,1662372,2
2308,1662372,2011721,0
2309,2011721,1662381,0
2310,1662902,2011721,16
2311,2011721,1662902,0
2312,2012357,2012359,0
2313,2012359,2012357,0
2314,1679484,2012366,0
2315,1679486,1679484,0
2316,1679484,1679486,0
2317,2012366,1679484,0
2318,1679484,1679488,0
2319,1679488,1679484,0
2320,1679488,2012370,0
2321,2012370,1679488,0
2322,2012370,2012373,0
2323,2012373,2012370,0
2324,2012370,2012374,0
2325,2012374,2012370,0
2326,1662463,2013046,0
2327,2013046,1662463,0
2328,1663320,1663215,27
2329,1663215,1663320,0
2330,2005040,2016713,0
2331,2016713,2005039,0
2332,2005039,2016713,0
2333,2016713,2005040,0
2334,2016715,2016714,0
2335,2016714,2016715,0
2336,2016713,2016721,0
2337,2016721,2016714,0
2338,2016714,2016721,0
2339,2016721,2016713,0
2340,2005040,2016721,0
2341,2016721,2005040,0
2342,1661966,2016722,0
2343,2016722,1661966,0
2344,2005014,2005127,0
2345,2005127,2005014,0
2346,1666044,2020314,0
2347,2020314,1666044,0
2348,1665455,1665289,0
2349,1665289,1665455,0
2350,1663212,2020337,0
2351,2020337,1663212,0
2352,1663605,2020338,0
2353,2020338,1663605,0
2354,2176384,2011622,0
2355,2011622,2176384,14
2356,1662463,1679706,0
2357,1679706,1662463,0
2358,1661598,2013287,0
2359,2013287,1661598,0
2360,1662023,2012357,0
2361,2012357,1662023,0
2362,1668195,1668053,0
2363,1668053,1668195,0
2364,1662857,1663355,0
2365,1663355,1662857,0
2366,1662750,1662755,0
2367,1662755,1662750,3
2368,1662420,1662477,1
2369,1662477,1662420,0
2370,1662259,1662394,0
2371,1662394,1662259,0
2372,2004247,2011363,0
2373,2011363,2004247,0
2374,1662751,1662813,4
2375,1662813,1662751,11
2376,1663366,1663343,0
2377,1663343,1663366,2
2378,1662067,2012357,0
2379,2012357,1662067,0
2380,1662303,1662282,3
2381,1662282,1662303,4
2382,2005124,2016722,0
2383,2016722,2005124,0
2384,2176343,1663583,0
2385,1663583,2176343,9
2386,1662569,1662704,4
2387,1662704,1662569,8
2388,1663919,1663829,0
2389,1663829,1663919,0
2390,1661547,2013292,0
2391,2013292,1661547,0
2392,1663921,1663719,0
2393,1663719,1663921,0
2394,1679452,2011377,0
2395,2011377,1679452,0
2396,1663345,1663212,1
2397,1663212,1663345,0
2398,1662887,1662841,6
2399,1662841,1662887,0
2400,1679737,1662276,0
2401,1662276,1679737,0
2402,1661620,2013289,0
2403,2013289,1661620,0
2404,1662003,1662217,0
2405,1662217,1662003,2
2406,1679458,2011363,1
2407,2011363,1679458,0
2408,1662942,2020744,0
2409,2020744,1662942,0
2410,2020745,1662804,0
2411,1662804,2020745,0
2412,2020746,1662751,0
2413,1662751,2020746,0
2414,2020747,1663837,0
2415,1663837,2020747,0
2416,2020748,1663903,0
2417,1663903,2020748,0
2418,1663863,2020752,0
2419,2020752,1663863,0
2420,1663866,2020753,0
2421,2020753,1663866,0
2422,2020755,1664147,0
2423,1664147,2020755,0
2424,2020754,1663741,0
2425,1663741,2020754,0
2426,1662264,1662286,0
2427,1662286,1662264,2
2428,1679421,2023810,0
2429,2023810,1666509,0
2430,1666509,2023810,3
2431,2023810,1679421,1
2432,2023810,2023811,0
2433,2023811,2023810,0
2434,1667880,2023835,0
2435,2023835,1667830,0
2436,1667830,2023835,0
2437,2023835,1667880,0
2438,2023836,2023838,0
2439,2023838,2023836,0
2440,2023839,2023840,0
2441,2023840,2023839,0
2442,2023853,2023852,0
2443,2023852,2023853,0
2444,2023852,2023858,0
2445,2023858,2023852,0
2446,2023863,2023864,0
2447,2023864,2023863,0
2448,2023863,2023865,0
2449,2023865,2023863,0
2450,1677464,2023866,0
2451,2023866,1666506,0
2452,1666506,2023866,3
2453,2023866,1677464,1
2454,2023865,2023866,0
2455,2023866,2023865,0
2456,2005033,2024315,0
2457,2024315,2005030,0
2458,2005030,2024315,0
2459,2024315,2005033,0
2460,2005033,2016713,0
2461,2016713,2005033,0
2462,2024346,2024347,5
2463,2024347,2011622,4
2464,2011622,2024347,0
2465,2024347,2024346,0
2466,2182350,1662349,8
2467,1662349,2182350,0
2468,2026273,1661559,1
2469,1661559,2026273,0
2470,1661744,2026273,0
2471,2026273,1661744,0
2472,2026275,2026276,1
2473,2026276,2026275,0
2474,2026286,1661847,0
2475,1661847,2026286,0
2476,1661744,2026288,0
2477,2026288,1661744,0
2478,1661847,2026291,0
2479,2026291,1661847,0
2480,1662357,2180752,7
2481,2180752,2182350,3
2482,2182350,2180752,0
2483,2180752,1662357,0
2484,10464,2026299,0
2485,2026299,10464,0
2486,1668018,2023836,0
2487,2023836,1668018,0
2488,1679454,2023839,0
2489,2023839,1679454,0
2490,2004247,2023852,0
2491,2023852,2004247,1
2492,1665586,2023816,0
2493,2023816,1665586,0
2494,2026289,2026291,0
2495,2026291,2026289,0
2496,1665218,2030906,0
2497,2030906,1665218,0
2498,2030906,2030908,0
2499,2030908,2030906,0
2500,1667534,2030910,0
2501,2030910,1667544,0
2502,1667544,2030910,1
2503,2030910,1667534,0
2504,2030922,2030922,0
2505,1677469,2030909,0
2506,2030909,1677469,0
2507,2030910,2032361,0
2508,2032361,2030910,0
2509,1663470,2011622,0
2510,2011622,1663470,1
2511,1662946,2034246,2
2512,2034246,2034248,5
2513,2034248,2034247,6
2514,2034247,1662946,2
2515,1663215,2034269,19
2516,2034269,1679706,5
2517,1679706,2034269,0
2518,2034269,1663215,0
2519,2034246,2034269,0
2520,2034269,2034246,9
2521,2034711,2031502,0
2522,2031502,2034711,0
2523,1662440,2036953,0
2524,2036953,1662440,0
2525,1662139,2036954,0
2526,2036954,1662139,0
2527,2036955,1661988,0
2528,1661988,2036955,0
2529,2036957,2008366,0
2530,2008366,2036957,0
2531,2036956,1661974,0
2532,1661974,2036956,0
2533,1662001,2036959,0
2534,2036959,1662001,0
2535,1661978,2036958,0
2536,2036958,1661978,0
2537,2037747,1662429,0
2538,1662429,2037747,0
2539,2034269,2041314,2
2540,2041314,2034269,0
2541,1662826,2041335,0
2542,2041335,1662826,1
2543,2041335,2041354,0
2544,2041354,2041335,0
2545,2041417,2041354,0
2546,2041354,2041417,0
2547,2041335,2041417,0
2548,2041417,2041335,0
2549,2041454,2041455,2
2550,2041455,2041454,0
2551,2041455,2041456,0
2552,2041456,2041455,0
2553,2041456,2041457,0
2554,2041457,2041456,0
2555,2041456,2041459,0
2556,2041459,2041456,0
2557,1661677,2041459,0
2558,2041459,1661966,0
2559,1661966,2041459,0
2560,2041459,1661677,0
2561,2042887,1667517,0
2562,1667517,2042887,1
2563,1663083,2046614,0
2564,2046614,1663083,0
2565,1663507,1663590,1
2566,1663590,1663507,0
2567,10523,1661946,2
2568,1661946,10523,0
2569,1663106,2046634,0
2570,2046634,1663106,0
2571,2046654,2005025,0
2572,2005025,2046654,0
2573,2046715,1662945,0
2574,1662945,2046715,0
2575,1663531,2046794,0
2576,2046794,1663531,0
2577,1663587,2046795,1
2578,2046795,1663587,0
2579,2046814,1663964,0
2580,1663964,2046814,0
2581,1663815,2046815,0
2582,2046815,1663815,0
2583,2046877,1663860,0
2584,1663860,2046877,0
2585,1663860,2046876,0
2586,2046876,1663860,0
2587,2012366,2049154,0
2588,2049154,2012366,0
2589,2012373,2049155,0
2590,2049155,2012373,0
2591,2012373,2049156,0
2592,2049156,2012373,0
2593,1662412,2051615,0
2594,2051615,1662406,0
2595,1662406,2051615,0
2596,2051615,1662412,0
2597,2023839,2051634,0
2598,2051634,2023839,0
2599,2051615,2051874,0
2600,2051874,2051615,0
2601,1661949,2051875,0
2602,2051875,1661949,0
2603,1662019,2052314,0
2604,2052314,1662138,0
2605,1662138,2052314,0
2606,2052314,1662019,0
2607,1662132,2052315,0
2608,2052315,1662075,0
2609,1662075,2052315,0
2610,2052315,1662132,0
2611,2058074,2058075,0
2612,2058075,2058074,0
2613,2058075,2058076,1
2614,2058076,2058075,0
2615,2058076,2058074,0
2616,2058074,2058076,0
2617,2041417,2058074,0
2618,2058074,2041417,0
2619,2215941,1662280,0
2620,1662280,2215941,0
2621,2059734,1663464,9
2622,1663464,2059734,0
2623,2059734,2059735,0
2624,2059735,2059734,0
2625,1662491,1662513,0
2626,1662513,1662491,2
2627,1662561,2067159,0
2628,2067159,1662561,0
2629,1662698,2067160,0
2630,2067160,1662698,0
2631,1662477,2067158,0
2632,2067158,1662477,0
2633,1663973,2067156,0
2634,2067156,1663973,0
2635,2023853,2070457,0
2636,2070457,2023853,0
2637,1676929,2082175,0
2638,2082175,2010162,0
2639,2010162,2082175,0
2640,2082175,1676929,0
2641,2082175,2082176,0
2642,2082176,2082175,0
2643,1666587,1666593,0
2644,1666593,1666587,0
2645,2041354,2082274,0
2646,2082274,2041354,0
2647,2058076,2097714,0
2648,2097714,2082274,2
2649,2082274,2097714,0
2650,2097714,2058076,0
2651,2082274,2097715,0
2652,2097715,2082274,0
2653,1661668,2114954,0
2654,2114954,1661668,2
2655,2114954,2114975,0
2656,2114975,2114954,0
2657,2114975,2115036,0
2658,2115036,2114975,0
2659,2115036,2115078,1
2660,2115078,2115036,0
2661,2116934,1666385,0
2662,1666385,2116934,0
2663,1679419,2113316,0
2664,2113316,1679419,0
2665,2023865,2113314,0
2666,2113314,2023865,0
2667,2115078,2120494,0
2668,2120494,2115078,0
2669,2041455,2120514,0
2670,2120514,2041455,0
2671,2041455,2120534,0
2672,2120534,2041455,0
2673,2129751,2129941,0
2674,2129941,2129751,0
2675,2129741,2129941,0
2676,2129941,2129741,0
2677,2136381,2131922,0
2678,2131922,2136381,0
2679,2131984,2131986,0
2680,2131986,2131984,0
2681,2131986,2132001,0
2682,2132001,2131986,0
2683,1661878,1661882,0
2684,1661882,1661878,0
2685,1662290,1661878,0
2686,1661878,1662290,10
2687,2132724,2024139,0
2688,2024139,2132724,0
2689,2120534,2129741,1
2690,2129741,2120534,0
2691,2120534,2129751,0
2692,2129751,2120534,0
2693,2113316,2131984,0
2694,2131984,2113316,0
2695,2136381,2136382,0
2696,2136382,2136381,0
2697,2136382,2136383,0
2698,2136383,2136382,0
2699,1666938,2136381,0
2700,2136381,1666938,0
2701,1679415,2131984,0
2702,2131984,1679415,0
2703,1665653,2131986,0
2704,2131986,1665653,0
2705,10695,2113335,1
2706,2113335,10695,0
2707,2023864,2132061,0
2708,2132061,2023864,0
2709,1665652,1679415,0
2710,1679415,1665652,0
2711,1679419,1679415,0
2712,1679415,1679419,1
2713,1663464,2155563,0
2714,2155563,1663588,0
2715,1663588,2155563,0
2716,2155563,1663464,0
2717,2156701,2156702,0
2718,2156702,2156701,0
2719,2156702,2156721,0
2720,2156721,2156702,0
2721,2156721,2156722,0
2722,2156722,2156721,0
2723,2156702,2156722,2
2724,2156722,2156702,0
2725,2120494,2156722,0
2726,2156722,2120494,0
2727,2120494,2156741,0
2728,2156741,2120494,0
2729,2156763,2156781,0
2730,2156781,2156763,0
2731,2156781,2156782,0
2732,2156782,2156781,0
2733,1661556,2156821,0
2734,2156821,2041454,0
2735,2041454,2156821,0
2736,2156821,1661556,1
2737,2156781,2156821,0
2738,2156821,2156781,0
2739,2157021,2157021,0
2740,2114954,2156701,0
2741,2156701,2114954,0
2742,2114975,2156702,0
2743,2156702,2114975,0
2744,2115078,2156721,0
2745,2156721,2115078,0
2746,2115036,2156741,0
2747,2156741,2115036,0
2748,2129741,2156763,0
2749,2156763,2129741,0
2750,2129941,2156782,0
2751,2156782,2129941,0
2752,2129751,2157021,0
2753,2157021,2129751,0
2754,1662349,2157102,1
2755,2157102,1662349,0
2756,1662192,1662201,1
2757,1662201,1662192,0
2758,1662201,1662209,2
2759,1662209,1662201,0
2760,1662209,1662225,2
2761,1662225,1662209,0
2762,1662225,1662251,3
2763,1662251,1662225,0
2764,1662251,1662280,4
2765,1662280,1662251,0
2766,1662280,1662307,6
2767,1662307,1662280,0
2768,1662307,1662353,0
2769,1662353,1662307,0
2770,1662433,1662482,5
2771,1662482,1662433,0
2772,10668,1663464,4
2773,1663464,10668,0
2774,1663464,1663569,4
2775,1663569,1663464,0
2776,10698,10695,3
2777,10695,10698,0
2778,10695,10691,3
2779,10691,10695,0
2780,10691,1663401,5
2781,1663401,10691,0
2782,1663401,1663394,2
2783,1663394,1663401,0
2784,1663394,1663378,4
2785,1663378,1663394,0
2786,1663358,2176343,4
2787,2176343,1663358,0
2788,1663345,1663358,13
2789,1663320,2176384,4
2790,2176384,1663320,0
2791,2176406,1663327,17
2792,2176406,1663329,0
2793,1663329,2176407,1
2794,2176407,1663328,2
2795,2176407,15381,12
2796,15381,2176544,0
2797,2176544,1663087,1
2798,2026253,2176582,9
2799,1663328,2176582,10
2800,2176608,2176609,6
2801,2176609,2176642,5
2802,2176642,2176544,1
2803,2176544,15381,1
2804,2176608,1663087,10
2805,2176609,2034248,5
2806,2180634,2180701,1
2807,2180701,2217756,3
2808,2026279,2026280,1
2809,2026262,2026263,1
2810,2026279,2180748,2
2811,2180748,2180750,8
2812,2026262,2182348,2
2813,2182348,2182349,4
2814,2216703,1662433,10
2815,1662433,2216703,0
2816,1663439,1663611,0
2817,1663611,1663439,1
2818,1663611,1663661,0
2819,1663661,1663611,0
2820,1666506,2204544,0
2821,2204544,1679421,0
2822,1679421,2204544,6
2823,2204544,1666506,2
2824,2023864,2204561,0
2825,2204561,2113316,0
2826,2113316,2204561,0
2827,2204561,2023864,0
2828,2204561,2204562,0
2829,2204562,2204561,0
2830,2204563,2204581,0
2831,2204581,2204563,0
2832,2204563,2204582,0
2833,2204582,2204563,0
2834,2204582,2204584,0
2835,2204584,2204582,0
2836,2204585,1668439,0
2837,1668439,2204585,0
2838,2204582,2204585,0
2839,2204585,2204582,0
2840,2212301,2212302,1
2841,2212302,2212301,0
2842,2212302,2212303,0
2843,2212303,2212302,0
2844,2212303,2212306,0
2845,2212306,2212303,0
2846,2215504,2215505,0
2847,2215505,2215504,0
2848,2132061,2215504,0
2849,2215504,2132061,0
2850,2023836,2204563,0
2851,2204563,2023836,0
2852,2156722,2212301,1
2853,2212301,2156722,0
2854,2156741,2212301,1
2855,2212301,2156741,0
2856,1662201,2215941,0
2857,2215941,1662201,0
2858,1662430,2216703,11
2859,2216703,1662430,0
2860,1662353,2216703,3
2861,2216703,1662353,0
2862,1662252,2216703,0
2863,2216703,1662252,3
2864,2217756,2026275,0
2865,2026275,2217756,0
2866,2026273,2217756,1
2867,2217756,2026273,0
2868,2213962,2246581,0
2869,2246581,2213962,0
2870,2212303,2243561,0
2871,2243561,2212303,1
2872,2212302,2243561,1
2873,2243561,2212302,0
2874,2212301,2243561,1
2875,2243561,2212301,0
2876,1661959,2252501,0
2877,2252501,1662093,0
2878,1662093,2252501,0
2879,2252501,1661959,2
2880,2270085,1661973,0
2881,1661973,2270085,0
2882,1661973,2270162,0
2883,2270162,1661973,0
2884,2270162,2270164,0
2885,2270164,2270162,0
2886,2270164,2270165,0
2887,2270165,2270164,0
2888,2270164,2270181,0
2889,2270181,2270164,0
2890,1667529,2270241,0
2891,2270241,2204585,0
2892,2204585,2270241,0
2893,2270241,1667529,0
2894,2270241,2270242,0
2895,2270242,2270241,0
2896,2270242,2270243,0
2897,2270243,2270242,0
2898,2270242,2270244,0
2899,2270244,2270242,0
2900,1662235,2272849,0
2901,2272849,1662235,0
2902,2272850,2272854,0
2903,2272854,2272850,0
2904,2272854,2272856,0
2905,2272856,2272854,0
2906,2272854,2272857,0
2907,2272857,2272854,0
2908,2272857,2272858,0
2909,2272858,2272857,0
2910,2272857,2272859,0
2911,2272859,2272857,0
2912,2272857,2272861,0
2913,2272861,2272857,0
2914,1661949,2016058,0
2915,2016058,1661949,0
2916,1661949,2270085,0
2917,2270085,1661949,0
2918,2215504,2270201,0
2919,2270201,2215504,0
2920,2132061,2270201,0
2921,2270201,2132061,0
2922,1663862,2024346,15
2923,2024346,1663862,0
2924,2041417,2097714,0
2925,2097714,2041417,0
2926,2252501,2272850,0
2927,2272850,2252501,0
2928,1661833,10492,6
2929,10492,1661833,0
2930,1662064,10503,3
2931,10503,1662064,0
2932,2026332,2180633,1
2933,2180634,2026268,4
2934,1662482,1662528,1
2935,1662528,1662482,0
2936,1662528,10668,13
2937,10668,1662528,0
2938,1663569,10698,6
2939,10698,1663569,0
2940,1663378,2176343,8
2941,1663358,1663378,3
2942,1666506,2156912,5
2943,2156912,1666506,0
2944,2290837,2176407,3
2945,1663327,2290838,6
2946,2290837,2290838,0
2947,2290838,2290837,0
2948,2290838,2290839,2
2949,2290839,1663320,8
2950,2176384,2290840,2
2951,2290840,2290837,5
2952,2290840,2290839,0
2953,2290839,2290840,0
2954,2176343,2290881,6
2955,2290881,2176384,21
2956,1663320,2290882,1
2957,2290882,1663345,0
2958,2290881,2290882,0
2959,2290882,2290881,0
2960,1662811,2030922,0
2961,2030922,1662811,0
2962,1663343,2296035,0
2963,2296035,1663343,1
2964,1663516,2296035,0
2965,2296035,1663516,0
2966,1663661,2299535,4
2967,2299535,1663661,2
2968,1664483,2303275,0
2969,2303275,1678985,0
2970,1678985,2303275,0
2971,2303275,1664483,0
2972,1665113,2304217,0
2973,2304217,1664797,0
2974,1664797,2304217,0
2975,2304217,1665113,0
2976,1679421,2304235,0
2977,2304235,1679421,0
2978,2304235,2304237,0
2979,2304237,2304235,0
2980,2304235,2304238,0
2981,2304238,2304235,0
2982,2136383,2304235,0
2983,2304235,2136383,0
2984,2304255,2304256,0
2985,2304256,2304255,0
2986,2304256,2304257,0
2987,2304257,2304256,0
2988,2304257,2304258,0
2989,2304258,2304257,0
2990,2304258,2304259,0
2991,2304259,2304258,0
2992,2304258,2304260,0
2993,2304260,2304258,0
2994,2304257,2304261,0
2995,2304261,2304257,0
2996,2304262,1666737,0
2997,1666737,2304262,0
2998,2304262,2304263,0
2999,2304263,2304262,0
3000,1667291,2304263,0
3001,2304263,1667291,0
3002,1667532,2304295,0
3003,2304295,1667532,0
3004,1667108,2304295,0
3005,2304295,1667108,0
3006,1667108,2304296,0
3007,2304296,1667108,0
3008,2304296,2304297,0
3009,2304297,2304296,0
3010,2304296,2304315,1
3011,2304315,1667202,0
3012,1667202,2304315,0
3013,2304315,2304296,0
3014,2304316,2304256,0
3015,2304256,2304316,0
3016,2304316,2304317,0
3017,2304317,2304316,0
3018,1667534,2304337,0
3019,2304337,1667534,0
3020,2304337,2304338,0
3021,2304338,2304337,0
3022,2304337,2304339,0
3023,2304339,2304337,0
3024,2304295,2304297,0
3025,2304297,2304295,0
3026,1667203,2304316,0
3027,2304316,1667203,0
3028,2304316,2306975,0
3029,2306975,2304316,0
3030,2307015,2307016,0
3031,2307016,2307015,0
3032,2307016,2304255,0
3033,2304255,2307016,0
3034,2304255,2304315,0
3035,2304315,2304255,0
3036,2136382,2304255,0
3037,2304255,2136382,0
3038,1667066,2307015,0
3039,2307015,1667066,0
3040,2304217,2307063,0
3041,2307063,2304217,0
3042,2307063,2307064,0
3043,2307064,2307063,0
3044,1665113,1665116,0
3045,1665116,1665113,0
3046,1664797,2307115,0
3047,2307115,1664563,0
3048,1664563,2307115,0
3049,2307115,1664797,0
3050,1661746,1661526,0
3051,1661526,1661746,0
3052,2176642,2312017,9
3053,2312017,1663328,22
3054,15377,2312116,0
3055,2312116,2182527,4
3056,2182353,2312117,1
3057,2312117,15378,2
3058,15378,2312118,0
3059,2312118,2182518,1
3060,2182528,2312119,4
3061,2312119,15377,1
3062,2312125,2182701,0
3063,2180748,2312956,0
3064,2312956,2180752,0
3065,2180752,2312957,0
3066,2312957,2026280,4
3067,2182348,2312958,0
3068,2312958,2182350,0
3069,2182350,2312959,0
3070,2312959,2026263,2
3071,2026275,2312960,0
3072,2312960,2026268,0
3073,2180701,2312961,0
3074,2312961,2026275,0
3075,2026332,2312962,0
3076,2312962,2026276,0
3077,2026276,2312963,0
3078,2312963,2180633,1
3079,2182524,2314835,0
3080,2314835,2182528,0
3081,2182353,2314836,11
3082,2314836,2182518,0
3083,2314835,2314836,0
3084,2314836,2314835,0
3085,1663329,1663327,0
3086,1662177,10503,2
3087,10503,1662177,0
3088,1663087,2026262,2
3089,2026263,2180634,3
3090,2180633,2026279,4
3091,2026280,2026253,7
3092,2026253,2176406,4
3093,2176582,2182353,0
3094,2182527,2176608,2
3095,2182528,2182527,0
3096,1667520,2332015,0
3097,2332015,1667529,0
3098,1667529,2332015,0
3099,2332015,1667520,1
3100,1664486,2332124,0
3101,2332124,1664489,0
3102,1664489,2332124,1
3103,2332124,1664486,0
3104,2332125,1665132,0
3105,1665132,2332125,1
3106,1666240,1666112,0
3107,1666112,1666240,0
3108,2030906,1665466,0
3109,1665466,2030906,0
3110,2023863,1677469,0
3111,1677469,2023863,0
3112,1662247,2270162,0
3113,2270162,1662247,0
3114,1662404,2059734,0
3115,2059734,1662404,0
3116,1662374,1662538,0
3117,1662538,1662374,0
3118,1662538,1662811,0
3119,1662811,1662538,0
3120,1661802,2008366,0
3121,2008366,1661802,0
3122,1661551,1661549,0
3123,1661549,1661551,0
3124,1679723,2016715,0
3125,2016715,1679723,0
3126,1663276,1663210,1
3127,1663210,1663276,0
3128,1661558,1661551,0
3129,1661551,1661558,0
3130,2016715,2005025,0
3131,2005025,2016715,0
