,FROM,TO,TIME
1646,1665612,1665552,5.266666666666667
1647,1665586,1665614,24.633333333333333
1648,1665614,1665648,12.333333333333334
1649,1665410,1665648,26.4
1650,1665662,1665614,7.033333333333333
1651,1665648,1665671,12.333333333333334
1652,1665671,1665552,17.6
1653,1665671,1665735,33.43333333333333
1654,1665735,1665120,61.857142857142854
1655,1665741,1665671,12.333333333333334
1656,1665861,1665153,57.48888888888889
1657,1663992,1665861,342.45714285714286
1658,1666324,1666240,17.6
1659,1666285,1666324,14.066666666666666
1660,1666414,1666324,14.066666666666666
1661,1666361,1666385,3.511111111111111
1662,1666385,1666386,5.866666666666666
1663,1666421,1666414,12.333333333333334
1664,1666471,1666473,22.866666666666667
1665,1666465,1663992,352.0
1666,1666420,1666385,12.911111111111111
1667,1665861,1666485,91.53333333333333
1668,1665823,1666500,124.96666666666667
1669,1666498,1666500,24.633333333333333
1670,1666414,1666511,12.333333333333334
1671,1666511,1666588,12.333333333333334
1672,1666584,1666588,14.066666666666666
1673,1666506,1666587,7.044444444444444
1674,1666588,1666642,17.6
1675,1666684,1666509,28.166666666666668
1676,1666648,1666688,7.033333333333333
1677,1666726,1666684,17.6
1678,1666737,1666688,29.933333333333334
1679,1666512,1666737,36.96666666666667
1680,1666858,1666684,26.4
1681,1666844,1666865,10.566666666666666
1682,1666865,1666858,19.366666666666667
1683,1666938,1666865,17.6
1684,1666998,1666938,7.033333333333333
1685,1667003,1666998,12.333333333333334
1686,1666923,1667020,21.133333333333333
1687,1667021,1667020,17.6
1688,1666688,1667021,66.86666666666666
1689,1666485,1667037,89.76666666666667
1690,1667037,1667026,73.93333333333334
1691,1667028,1666858,28.166666666666668
1692,1667020,1667028,14.066666666666666
1693,1666865,1667028,36.96666666666667
1694,1667066,1667070,10.566666666666666
1695,1667070,1666998,15.833333333333334
1696,1667070,1667083,14.066666666666666
1697,1667104,1667083,14.066666666666666
1698,1667028,1667104,17.6
1699,1667104,1667021,49.266666666666666
1700,1666587,1667108,59.84444444444444
1701,1667097,1667098,12.911111111111111
1702,1667098,1667100,39.888888888888886
1703,1667174,1667104,17.6
1704,1667145,1667174,10.566666666666666
1705,1667203,1667066,33.43333333333333
1706,1667083,1667238,35.2
1707,1667174,1667238,24.633333333333333
1708,1667205,1667174,40.46666666666667
1709,1667302,1667203,19.366666666666667
1710,1667287,1667248,16.42222222222222
1711,1667378,1667302,15.833333333333334
1712,1667498,1666473,183.03333333333333
1713,1667493,1667498,89.76666666666667
1714,1667503,1667144,137.26666666666668
1715,1667287,1667287,73.91111111111111
1716,1667484,1667302,33.43333333333333
1717,1667238,1667484,54.56666666666667
1718,1667486,1667484,7.033333333333333
1719,1667518,1667503,79.2
1720,1667518,1667037,62.627906976744185
1721,1667498,1667518,413.6
1722,1667532,1667529,29.333333333333332
1723,1667533,1667532,3.511111111111111
1724,1667534,1667533,17.6
1725,1667587,1667533,5.866666666666666
1726,1667586,1667587,10.555555555555555
1727,1667636,1667534,17.6
1728,1667652,1667636,5.266666666666667
1729,1667658,1667595,24.633333333333333
1730,1667658,1667663,24.633333333333333
1731,1667714,1667493,82.73333333333333
1732,1667711,1667658,22.866666666666667
1733,1667710,1667636,14.066666666666666
1734,1667728,1667658,19.366666666666667
1735,1667730,1667710,10.566666666666666
1736,1667739,1667587,21.11111111111111
1737,1667774,1667144,163.0888888888889
1738,1667291,1667771,88.0
1739,1667773,1667710,14.066666666666666
1740,1667823,1667876,19.366666666666667
1741,1667899,1667771,31.666666666666668
1742,1667939,1667714,56.333333333333336
1743,1667899,1668103,64.85714285714286
1744,1668103,1667876,73.93333333333334
1745,1668213,1667518,126.71538461538464
1746,1668195,1668231,56.333333333333336
1747,1668327,1668231,63.36666666666667
1748,1668327,1668195,28.166666666666668
1749,1668329,1668298,42.233333333333334
1750,1668393,1667493,174.23333333333332
1751,11127,1667714,117.93333333333334
1752,10464,1661946,15.085714285714285
1753,10523,1662510,33.77777777777778
1754,1662510,1662750,38.733333333333334
1755,1662750,1662946,47.074285714285715
1756,1667829,1667899,58.06666666666667
1757,1667876,1667829,19.366666666666667
1758,1667779,1667829,8.8
1759,1667144,1666947,72.16666666666667
1760,1666947,1666498,75.66666666666667
1761,1667300,1667783,86.23333333333333
1762,1667783,1667774,65.13333333333334
1763,1667771,1667783,68.63333333333334
1764,1667085,1666947,58.06666666666667
1765,1666321,1666480,22.866666666666667
1766,1666480,1666485,116.16666666666667
1767,1666349,1666490,15.833333333333334
1768,1666490,1666480,40.46666666666667
1769,1666699,1666494,31.666666666666668
1770,1666494,1666490,44.0
1771,1666498,1666494,68.63333333333334
1772,1666295,1666504,24.633333333333333
1773,1666504,1666512,95.38064516129033
1774,1666500,1666504,56.333333333333336
1775,1667949,1668086,59.833333333333336
1776,1667949,1668329,95.03333333333333
1777,1667503,1667949,89.76666666666667
1778,1668266,1668393,58.06666666666667
1779,1666485,1666589,177.76666666666668
1780,1666670,1666589,19.366666666666667
1781,1665551,1666471,126.73333333333333
1782,1664761,1664722,14.066666666666666
1783,1665153,1664722,41.06666666666667
1784,1664722,1663343,156.04444444444445
1785,1663921,1664202,51.03333333333333
1786,1663265,1663086,33.43333333333333
1787,1663230,1663265,36.96666666666667
1788,1663289,1663265,5.266666666666667
1789,1662487,1662176,58.06666666666667
1790,1662490,1662487,31.666666666666668
1791,1663075,1662487,153.13333333333333
1792,1663632,1663075,212.96666666666667
1793,1664174,1663901,165.43333333333334
1794,1661725,1661719,10.571428571428571
1795,1661700,1661725,6.0285714285714285
1796,1661670,1661719,12.057142857142857
1797,1661719,2008373,12.057142857142857
1798,1661725,1661742,3.0285714285714285
1799,1661802,1661838,9.25
1800,1661907,1661668,59.833333333333336
1801,2024346,1663717,33.8
1802,1663861,2024347,51.08837209302325
1803,1663981,1664156,22.45
1804,1664213,1664144,28.166666666666668
1805,1664213,1663583,90.51428571428572
1806,1663870,1663717,21.125
1807,1663870,1663862,23.75
1808,1664144,1663870,59.833333333333336
1809,1663510,1663470,4.24
1810,1663897,1663973,10.55
1811,1663916,1663897,9.25
1812,1663897,1664021,46.48
1813,1663687,1663741,10.55
1814,1663668,1663687,1.325
1815,1663689,1663687,10.55
1816,1663297,1663344,5.275
1817,1663228,1663297,11.875
1818,1663293,1663207,28.133333333333333
1819,1663205,1663207,7.925
1820,1663203,1663205,15.85
1821,1663266,1663205,6.6
1822,1662536,1662477,9.25
1823,1662481,1662437,9.25
1824,1662494,1662481,2.65
1825,1662536,1662494,13.2
1826,1662494,1662474,2.65
1827,1662474,1662420,10.55
1828,1662431,1662421,3.95
1829,1662421,1662437,5.275
1830,1662420,1662421,13.2
1831,1662460,1662582,17.15
1832,1662887,1662837,23.75
1833,1661199,1661196,203.65714285714284
1834,1661200,1661199,24.142857142857142
1835,1661560,1661559,22.62857142857143
1836,1661556,1661560,16.6
1837,1662412,1662410,7.925
1838,1662539,1662412,19.8
1839,1662403,1662247,17.15
1840,1662248,1662247,18.475
1841,1662248,1662248,42.25
1842,1662400,1662403,50.15
1843,1661967,1662159,30.35
1844,1662168,1662257,30.35
1845,1662078,1662190,25.075
1846,1662190,1662159,18.475
1847,1662257,1662190,9.25
1848,1662395,1662257,13.2
1849,1662395,1662400,31.675
1850,1662159,1662200,7.925
1851,1662277,1662400,15.85
1852,1662200,1662277,15.85
1853,1662167,1662200,9.25
1854,1662237,1662277,10.55
1855,1663206,1663394,23.466666666666665
1856,1664253,1664483,22.288888888888888
1857,1665971,1665956,3.533333333333333
1858,1666240,1665956,45.766666666666666
1859,1666044,1665971,33.43333333333333
1860,1666025,1665735,38.733333333333334
1861,1666512,1666025,70.4
1862,1665956,1665586,47.53333333333333
1863,1665218,1665114,10.566666666666666
1864,1665297,1665218,12.333333333333334
1865,1665956,1665890,15.833333333333334
1866,1665472,1665466,10.566666666666666
1867,1665615,1665466,17.6
1868,1665890,1665615,40.46666666666667
1869,1665685,1665890,26.4
1870,1666026,1666044,28.166666666666668
1871,1666025,1666026,12.333333333333334
1872,1666113,1666203,52.8
1873,1666203,1666112,14.066666666666666
1874,1666353,1666203,29.933333333333334
1875,1666509,1666353,21.133333333333333
1876,1666372,1666353,15.833333333333334
1877,1666353,1666294,24.633333333333333
1878,1666165,1666026,21.133333333333333
1879,1665902,1665971,7.033333333333333
1880,1666984,2304262,21.133333333333333
1881,1666907,1666984,21.133333333333333
1882,1667179,2304263,21.133333333333333
1883,1667162,1667179,10.566666666666666
1884,1667179,1666984,42.233333333333334
1885,1668044,1667933,26.4
1886,1668046,1667933,26.4
1887,1667931,1667874,24.633333333333333
1888,1668185,1668168,8.8
1889,1668168,1668018,40.46666666666667
1890,1667877,1668046,40.46666666666667
1891,1667874,1667663,45.766666666666666
1892,1667933,1667874,12.333333333333334
1893,1667880,1667877,28.166666666666668
1894,1668018,1667880,31.666666666666668
1895,1667835,1667877,10.566666666666666
1896,1665100,1665046,52.8
1897,1662995,1663075,24.633333333333333
1898,1661921,10492,42.233333333333334
1899,1661874,1661921,8.8
1900,10492,1662064,2.3555555555555556
1901,1662172,1662064,15.833333333333334
1902,1662321,1662235,14.066666666666666
1903,1662121,1662065,8.44
1904,1662083,1662121,10.56
1905,1662120,1662121,8.44
1906,1662177,1662178,14.8
1907,1662120,1662177,12.68
1908,1662079,1662120,4.24
1909,1662118,1662120,16.88
1910,1662147,1662175,10.56
1911,1662208,1662236,10.56
1912,1662236,1662280,12.68
1913,1662204,1662236,12.68
1914,1662175,1662204,10.56
1915,1662236,1662258,10.56
1916,1662175,1662203,10.56
1917,1662141,1662173,8.44
1918,1662203,1662173,10.56
1919,1662173,1662098,35.92
1920,1662204,1662228,10.56
1921,1662228,1662203,10.56
1922,1662258,1662228,12.68
1923,1662307,1662258,10.56
1924,1662203,1662244,12.68
1925,1662429,1662303,17.15
1926,1662681,1662673,6.6
1927,1662569,1662460,39.05882352941177
1928,1663215,1663212,23.75
1929,1662230,2026265,33.8
1930,1662561,1662509,6.6
1931,1662625,1662561,5.275
1932,1662803,1662753,9.25
1933,1662945,1662803,23.75
1934,1662756,1662804,7.925
1935,1662803,1662804,13.2
1936,1663054,1663076,4.24
1937,1663607,1663611,10.55
1938,1663775,1663590,29.56
1939,1663844,1663775,7.925
1940,1663775,1663770,5.275
1941,1663646,1663762,26.4
1942,1663668,1663646,17.15
1943,1663596,1663646,5.275
1944,1664052,1664122,7.925
1945,1663998,1664052,9.25
1946,1664056,1664052,11.875
1947,1664383,1664349,5.275
1948,1663710,1663605,11.875
1949,1663717,1663710,23.24
1950,1664197,1664144,13.2
1951,1663189,2296035,35.2
1952,1665732,1665615,24.633333333333333
1953,1666112,1665732,51.03333333333333
1954,1665652,1665732,22.866666666666667
1955,1665603,1665652,26.4
1956,1665455,1665603,19.366666666666667
1957,1665354,1665455,19.366666666666667
1958,1665653,1665543,12.333333333333334
1959,1665543,1665455,19.366666666666667
1960,1665127,1665133,17.6
1961,1665114,1665127,41.06666666666667
1962,1665127,1665354,17.6
1963,1665353,1665354,10.555555555555555
1964,1665448,1665543,14.066666666666666
1965,1662100,1662147,14.8
1966,1662071,1662100,8.44
1967,1662365,1662374,123.2
1968,1662810,1662811,8.44
1969,1662375,1662309,29.933333333333334
1970,1662374,1662375,31.68
1971,1662538,1662375,59.12
1972,1661911,1661921,38.733333333333334
1973,1662067,1662100,10.56
1974,1662074,1662067,4.24
1975,1662132,1662074,19.0
1976,1662155,1662208,16.88
1977,1662147,1662155,4.24
1978,1662074,1662155,29.56
1979,1662971,1662922,7.925
1980,1664469,1664019,55.45
1981,1662463,1662357,15.085714285714285
1982,1662357,1662372,58.82857142857143
1983,1662462,1662463,52.8
1984,1662462,1662372,15.345454545454546
1985,1662319,1662276,3.95
1986,1662509,1662319,40.12
1987,1661547,1661549,10.571428571428571
1988,1661566,1661555,9.057142857142857
1989,1661547,1661566,16.6
1990,1661544,1661577,10.571428571428571
1991,1661585,1661547,10.571428571428571
1992,1661593,1661566,9.057142857142857
1993,1661585,1661593,6.0285714285714285
1994,1661555,1661598,16.6
1995,1661676,1661585,19.6
1996,1661577,1661676,10.571428571428571
1997,1661598,1661614,10.56
1998,1661593,1661614,9.057142857142857
1999,1661620,1661585,16.6
2000,1661676,1661620,21.114285714285714
2001,1661719,1661614,28.65714285714286
2002,1661614,1661670,21.114285714285714
2003,1661553,1661555,10.571428571428571
2004,1661553,1661389,64.85714285714286
2005,1661668,1661553,36.2
2006,1661668,1661670,13.571428571428571
2007,1662784,1662813,5.275
2008,1662282,1662286,7.925
2009,1663344,1663293,24.211764705882352
2010,1661890,1661879,10.55
2011,1662109,1662040,9.25
2012,1662957,1662898,7.925
2013,1662049,1662000,7.925
2014,1662069,1662088,12.057142857142857
2015,1662066,1662069,1.5142857142857142
2016,1662069,1662066,7.542857142857143
2017,1663604,1663583,13.2
2018,1663605,1663604,3.95
2019,1663604,1663710,21.125
2020,1663531,1663450,7.925
2021,1663584,1663531,7.925
2022,1661558,1661577,13.571428571428571
2023,1661558,2013290,7.542857142857143
2024,1668383,1668381,35.2
2025,1668383,1668391,23.466666666666665
2026,1668437,1667774,91.5111111111111
2027,1668463,1668437,29.933333333333334
2028,1668285,1668463,105.6
2029,1668549,1668437,124.96666666666667
2030,1668551,1668103,100.33333333333333
2031,1668630,1668213,77.43333333333334
2032,1668636,1668329,59.833333333333336
2033,1668822,1668327,114.97777777777777
2034,1668393,1669042,137.26666666666668
2035,1668449,1668046,73.93333333333334
2036,1668444,1668168,36.96666666666667
2037,1668388,1668633,47.53333333333333
2038,15378,15377,16.456692913385826
2039,1663298,1663297,5.275
2040,1662481,1662474,3.95
2041,1667663,1667544,19.366666666666667
2042,1662458,1662513,48.56
2043,1662417,1662433,6.32
2044,1662290,1661729,174.23333333333332
2045,1662386,1661584,132.0
2046,1663308,1663180,42.25
2047,10949,1666471,143.15555555555557
2048,1676929,1666473,102.06666666666666
2049,1666473,1676929,102.06666666666666
2050,1666465,1676929,51.03333333333333
2051,1676929,1666465,51.03333333333333
2052,1666512,1666511,38.026666666666664
2053,1666511,1666512,47.53333333333333
2054,1666511,1666509,27.725
2055,1666509,1666511,36.96666666666667
2056,1665603,1665653,31.68888888888889
2057,1665653,1665603,47.53333333333333
2058,1665653,1677459,8.222222222222221
2059,1677459,1665653,8.222222222222221
2060,1677459,1677461,11.733333333333333
2061,1677461,1677459,11.733333333333333
2062,1677461,1677462,11.733333333333333
2063,1677462,1677461,11.733333333333333
2064,1677462,1677463,7.044444444444444
2065,1677463,1677462,7.044444444444444
2066,1677463,1677464,11.733333333333333
2067,1677464,1677463,11.733333333333333
2068,1677463,1677466,8.222222222222221
2069,1677466,1677463,8.222222222222221
2070,1677462,1677465,7.044444444444444
2071,1677465,1677462,7.044444444444444
2072,1677459,1677460,14.088888888888889
2073,1677460,1677459,14.088888888888889
2074,1677461,1677469,11.733333333333333
2075,1677469,1677461,11.733333333333333
2076,1666112,1666113,17.6
2077,1666113,1666112,17.6
2078,1666113,1679415,31.666666666666668
2079,1679415,1666113,31.666666666666668
2080,1679419,1679420,7.033333333333333
2081,1679420,1679419,7.033333333333333
2082,1679421,1679419,65.13333333333334
2083,1679419,1679421,65.13333333333334
2084,1661973,1679441,75.25
2085,1679441,1661973,75.25
2086,1679441,1662159,13.2
2087,1662159,1679441,13.2
2088,1679441,1679440,3.95
2089,1679440,1679441,3.95
2090,1662395,1679462,39.6
2091,1679462,1662395,39.6
2092,1679462,1662388,33.0
2093,1662388,1679462,33.0
2094,1662395,1679458,39.6
2095,1679458,1662395,39.6
2096,1679462,1679459,39.6
2097,1679459,1679462,39.6
2098,1679460,1679461,6.6
2099,1679461,1679460,6.6
2100,1679458,1679452,19.8
2101,1679452,1679458,19.8
2102,1679459,1679455,19.8
2103,1679455,1679459,19.8
2104,1679452,1679454,10.55
2105,1679454,1679452,10.55
2106,1679454,1679455,18.475
2107,1679455,1679454,18.475
2108,1679455,1679456,9.25
2109,1679456,1679455,9.25
2110,1662721,1679460,33.0
2111,1679460,1662721,33.0
2112,1679460,1679459,17.15
2113,1679459,1679460,17.15
2114,1679459,1679458,21.125
2115,1679458,1679459,21.125
2116,1661836,1679486,19.0
2117,1679486,1661836,19.0
2118,1679486,1679485,126.72
2119,1679485,1679486,126.72
2120,2012366,1679488,10.56
2121,1679488,2012366,10.56
2122,1679489,2012366,57.04
2123,2012366,1679489,57.04
2124,1661825,1679489,23.24
2125,1679489,1661825,23.24
2126,1662252,1662235,19.0
2127,1662235,1662252,19.0
2128,1662462,1679706,80.525
2129,1679706,1662462,117.12727272727273
2130,1664473,1664479,34.325
2131,1664479,1664473,39.22857142857143
2132,1664479,1664483,37.55555555555556
2133,1664483,1664479,37.55555555555556
2134,1678985,1664486,23.466666666666665
2135,1664486,1678985,30.17142857142857
2136,1663395,1679719,7.925
2137,1679719,1663395,12.68
2138,1679719,1663470,26.4
2139,1663470,1679719,42.24
2140,1679719,15381,9.989189189189188
2141,15381,1679719,6.6
2142,1662794,1679723,13.2
2143,1679723,1662794,13.2
2144,1665132,1677464,25.822222222222223
2145,1677464,1665132,25.822222222222223
2146,2003172,1668231,14.5
2147,1668213,2003172,61.166666666666664
2148,2003172,1668213,40.77777777777778
2149,1668231,2003172,14.5
2150,2003172,2003173,15.833333333333334
2151,2003173,2003172,15.833333333333334
2152,2004247,2004256,14.525
2153,2004256,2004247,14.525
2154,1661966,2005014,10.571428571428571
2155,2005014,1661966,10.571428571428571
2156,2005014,2005018,24.142857142857142
2157,2005018,2005014,24.142857142857142
2158,2005018,2005019,10.56
2159,2005019,2005018,7.542857142857143
2160,2005019,2005020,15.085714285714285
2161,2005020,2005019,15.085714285714285
2162,2005019,2005021,21.114285714285714
2163,2005021,2005019,21.114285714285714
2164,2005024,2005018,30.17142857142857
2165,2005018,2005024,30.17142857142857
2166,2005025,2005024,19.0
2167,2005024,2005025,13.571428571428571
2168,2005024,2005026,11.875
2169,2005026,2005024,13.571428571428571
2170,2005027,1679723,31.68
2171,1679723,2005027,19.8
2172,2005027,2005029,10.56
2173,2005029,2005027,6.6
2174,2005029,2005030,5.275
2175,2005030,2005029,5.275
2176,2005030,2005032,7.925
2177,2005032,2005030,7.925
2178,2005032,2005033,11.875
2179,2005033,2005032,11.875
2180,2005029,2005034,7.925
2181,2005034,2005029,7.925
2182,2005034,2005035,31.68
2183,2005035,2005034,19.8
2184,2005036,2005035,13.2
2185,2005035,2005036,13.2
2186,2005035,2005037,9.25
2187,2005037,2005035,9.25
2188,2005036,2005033,7.925
2189,2005033,2005036,7.925
2190,2005037,2005036,5.275
2191,2005036,2005037,5.275
2192,2005037,2005038,5.275
2193,2005038,2005037,5.275
2194,2005039,2005038,6.6
2195,2005038,2005039,6.6
2196,2005040,2005041,6.6
2197,2005041,2005040,6.6
2198,2005041,2005042,3.95
2199,2005042,2005041,3.95
2200,2005042,2005039,6.6
2201,2005039,2005042,6.6
2202,2005097,2005040,10.55
2203,2005040,2005097,10.55
2204,2005104,2005097,21.125
2205,2005097,2005104,21.125
2206,2005038,2005104,12.68
2207,2005104,2005038,7.925
2208,2005104,2005102,10.56
2209,2005102,2005104,6.6
2210,2005107,1662319,10.55
2211,1662319,2005107,10.55
2212,1662276,2005107,13.2
2213,2005107,1662276,13.2
2214,2005110,2005107,3.95
2215,2005107,2005110,3.95
2216,2005102,2005110,3.95
2217,2005110,2005102,3.95
2218,2005102,2005117,3.75
2219,2005117,2005102,3.75
2220,2005117,2005118,11.875
2221,2005118,2005117,11.875
2222,1679737,2005123,8.75
2223,2005123,2005110,11.05
2224,2005110,2005123,11.05
2225,2005123,1679737,8.75
2226,2005123,2005118,6.6
2227,2005118,2005123,6.6
2228,1679737,2005124,5.0
2229,2005124,1679737,5.0
2230,2005118,2005124,13.2
2231,2005124,2005118,13.2
2232,2005118,2005125,7.925
2233,2005125,2005118,7.925
2234,2005125,2005127,7.542857142857143
2235,2005127,2005125,6.6
2236,2005127,2016722,12.057142857142857
2237,2016722,2005127,12.057142857142857
2238,1662715,2005027,10.56
2239,2005027,1662715,6.6
2240,2008365,1661802,9.25
2241,1661802,2008365,10.571428571428571
2242,2008366,2008367,9.057142857142857
2243,2008367,2008366,12.68
2244,2008368,2008367,18.114285714285714
2245,2008367,2008368,18.114285714285714
2246,2008368,2008369,7.542857142857143
2247,2008369,2008368,7.542857142857143
2248,2008369,2008370,9.057142857142857
2249,2008370,2008369,9.057142857142857
2250,2008369,2008371,21.114285714285714
2251,2008371,2008369,21.114285714285714
2252,2008368,2008372,10.571428571428571
2253,2008372,2008368,10.571428571428571
2254,1661676,2008372,24.142857142857142
2255,2008372,1661676,24.142857142857142
2256,2008372,2008373,36.2
2257,2008373,2008372,36.2
2258,2008367,2008373,9.057142857142857
2259,2008373,2008367,9.057142857142857
2260,1666465,2010162,15.833333333333334
2261,2010162,1666589,47.53333333333333
2262,1666589,2010162,47.53333333333333
2263,2010162,1666465,15.833333333333334
2264,1663401,2011346,22.45
2265,2011346,1663401,22.45
2266,1666044,1666240,35.2
2267,1666240,1666044,35.2
2268,2011363,2011365,26.4
2269,2011365,2011363,26.4
2270,2011377,2004247,8.55
2271,2004247,2011377,8.55
2272,2011377,2011378,14.525
2273,2011378,2011377,14.525
2274,1663276,2011531,10.55
2275,2011531,1662964,65.49873417721518
2276,1662964,2011531,46.2
2277,2011531,1663276,10.55
2278,2005125,2011680,46.48
2279,2011680,2005125,29.05
2280,2011680,2011681,6.6
2281,2011681,2011680,6.6
2282,2011681,2011682,10.56
2283,2011682,2011681,6.6
2284,2011680,2011687,6.6
2285,2011687,2011680,6.6
2286,2011681,2011688,9.25
2287,2011688,2011681,9.25
2288,2011682,2016714,9.25
2289,2016714,2011682,14.8
2290,2011688,2016714,6.6
2291,2016714,2011688,6.6
2292,2005097,2011693,2.65
2293,2011693,2005097,2.65
2294,2011693,2011687,2.65
2295,2011687,2011693,2.65
2296,2011693,2011688,6.6
2297,2011688,2011693,6.6
2298,2005097,2011703,7.925
2299,2011703,2005117,20.0
2300,2005117,2011703,20.0
2301,2011703,2005097,7.925
2302,2011703,2011687,7.925
2303,2011687,2011703,7.925
2304,1662902,1662826,27.725
2305,1662826,1662902,44.36
2306,1662381,2011721,25.285714285714285
2307,2011721,1662372,54.464
2308,1662372,2011721,48.628571428571426
2309,2011721,1662381,25.285714285714285
2310,1662902,2011721,99.0632911392405
2311,2011721,1662902,75.25
2312,2012357,2012359,14.8
2313,2012359,2012357,14.8
2314,1679484,2012366,14.0
2315,1679486,1679484,38.8
2316,1679484,1679486,38.8
2317,2012366,1679484,14.0
2318,1679484,1679488,63.36
2319,1679488,1679484,63.36
2320,1679488,2012370,12.68
2321,2012370,1679488,12.68
2322,2012370,2012373,16.88
2323,2012373,2012370,16.88
2324,2012370,2012374,6.32
2325,2012374,2012370,6.32
2326,1662463,2013046,15.85
2327,2013046,1662463,15.85
2328,1663320,1663215,18.696393442622952
2329,1663215,1663320,13.2
2330,2005040,2016713,6.6
2331,2016713,2005039,27.725
2332,2005039,2016713,27.725
2333,2016713,2005040,6.6
2334,2016715,2016714,7.925
2335,2016714,2016715,7.925
2336,2016713,2016721,8.9
2337,2016721,2016714,6.95
2338,2016714,2016721,6.95
2339,2016721,2016713,8.9
2340,2005040,2016721,11.55
2341,2016721,2005040,11.55
2342,1661966,2016722,18.542857142857144
2343,2016722,1661966,18.542857142857144
2344,2005014,2005127,19.6
2345,2005127,2005014,19.6
2346,1666044,2020314,17.6
2347,2020314,1666044,17.6
2348,1665455,1665289,36.96666666666667
2349,1665289,1665455,36.96666666666667
2350,1663212,2020337,21.125
2351,2020337,1663212,21.125
2352,1663605,2020338,6.6
2353,2020338,1663605,6.6
2354,2176384,2011622,14.425
2355,2011622,2176384,20.069565217391304
2356,1662463,1679706,35.65
2357,1679706,1662463,35.65
2358,1661598,2013287,10.542857142857143
2359,2013287,1661598,10.542857142857143
2360,1662023,2012357,46.48
2361,2012357,1662023,46.48
2362,1668195,1668053,31.666666666666668
2363,1668053,1668195,31.666666666666668
2364,1662857,1663355,71.275
2365,1663355,1662857,71.275
2366,1662750,1662755,23.775
2367,1662755,1662750,38.04
2368,1662420,1662477,10.55
2369,1662477,1662420,10.55
2370,1662259,1662394,25.1
2371,1662394,1662259,25.1
2372,2004247,2011363,34.325
2373,2011363,2004247,34.325
2374,1662751,1662813,28.166666666666668
2375,1662813,1662751,28.403361344537814
2376,1663366,1663343,265.76666666666665
2377,1663343,1663366,187.6
2378,1662067,2012357,29.56
2379,2012357,1662067,29.56
2380,1662303,1662282,33.43333333333333
2381,1662282,1662303,33.43333333333333
2382,2005124,2016722,7.428571428571429
2383,2016722,2005124,6.5
2384,2176343,1663583,27.725
2385,1663583,2176343,35.02105263157895
2386,1662569,1662704,33.43333333333333
2387,1662704,1662569,33.43333333333333
2388,1663919,1663829,17.175
2389,1663829,1663919,17.175
2390,1661547,2013292,12.085714285714285
2391,2013292,1661547,12.085714285714285
